Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Purchase Frequency (per year),Cluster,PCA1,PCA2
3036,69,Female,Handbag,Accessories,64,Kentucky,M,Gold,Spring,4.5,No,Free Shipping,No,No,18,Cash,Bi-Weekly,26,3,0.30532322062769723,0.6288786472853415
3037,50,Female,Hoodie,Clothing,58,Vermont,S,Violet,Spring,4.3,No,Next Day Air,No,No,7,Venmo,Fortnightly,26,3,-0.5586826728029569,-0.49270507733606733
3038,51,Female,Belt,Accessories,44,Iowa,L,Charcoal,Summer,4.8,No,Next Day Air,No,No,2,Cash,Annually,1,3,-1.0016544041874476,-0.4148146971295888
3039,56,Female,Jewelry,Accessories,39,Georgia,M,Brown,Summer,4.2,No,Free Shipping,No,No,36,Debit Card,Annually,1,1,0.6811611879918723,0.674624121669869
3040,59,Female,Blouse,Clothing,48,Alabama,L,Blue,Spring,3.2,No,Next Day Air,No,No,31,PayPal,Bi-Weekly,26,1,1.441726386399143,-0.14394854834892132
3041,18,Female,Handbag,Accessories,32,Nebraska,M,Gold,Fall,4.1,No,Express,No,No,10,Cash,Fortnightly,26,3,-1.2341006892826902,-1.7678010107574436
3042,48,Female,Handbag,Accessories,79,Rhode Island,M,Orange,Winter,4.0,No,Express,No,No,27,PayPal,Monthly,12,2,-0.3325037003197699,0.8184144432628245
3043,53,Female,Coat,Outerwear,27,South Dakota,L,Turquoise,Winter,2.9,No,Next Day Air,No,No,14,PayPal,Every 3 Months,4,1,1.0726950116598923,-1.378205097695811
3044,45,Female,Belt,Accessories,98,Illinois,S,Peach,Fall,2.6,No,Store Pickup,No,No,17,Credit Card,Monthly,12,3,-0.06880375139904948,-0.01039324961191357
3045,21,Female,Boots,Footwear,67,North Carolina,M,Magenta,Winter,2.7,No,Free Shipping,No,No,10,Bank Transfer,Quarterly,4,3,-0.8955180646385393,-1.3881524465926787
3046,42,Female,Socks,Clothing,37,Florida,L,Black,Winter,4.6,No,2-Day Shipping,No,No,4,PayPal,Bi-Weekly,26,3,-0.8411469254513837,-1.1158118390924678
3047,60,Female,Shoes,Footwear,49,Pennsylvania,M,White,Spring,3.2,No,Store Pickup,No,No,25,Cash,Every 3 Months,4,1,1.1012439116282782,-0.07417633124108029
3048,21,Female,Sneakers,Footwear,74,Vermont,M,Violet,Fall,4.1,No,2-Day Shipping,No,No,3,PayPal,Bi-Weekly,26,3,-2.0043275727248937,-1.0074504806162894
3049,69,Female,Jewelry,Accessories,93,Colorado,M,Olive,Summer,3.9,No,Standard,No,No,47,Venmo,Fortnightly,26,2,1.0742120587458015,2.205654732336234
3050,40,Female,Handbag,Accessories,60,Utah,L,Red,Summer,3.0,No,Next Day Air,No,No,41,Bank Transfer,Bi-Weekly,26,1,0.8775217559396329,0.050843537328057145
3051,31,Female,Coat,Outerwear,76,Kentucky,S,Green,Spring,3.6,No,Standard,No,No,28,Venmo,Every 3 Months,4,2,-0.7508192556669412,0.3073198261825821
3052,44,Female,Sunglasses,Accessories,64,Wyoming,L,Gold,Summer,4.6,No,Express,No,No,49,Debit Card,Every 3 Months,4,2,-0.11840962188575888,1.7527103050412844
3053,48,Female,Shoes,Footwear,38,Maine,XL,Olive,Spring,4.5,No,Store Pickup,No,No,7,Bank Transfer,Fortnightly,26,3,-0.4518022813190033,-0.8951031613690333
3054,32,Female,Shoes,Footwear,91,Maine,L,Brown,Winter,3.2,No,Next Day Air,No,No,22,Bank Transfer,Monthly,12,2,-0.7754008652050773,0.10127488440983942
3055,42,Female,Boots,Footwear,70,New Hampshire,S,Magenta,Summer,4.9,No,2-Day Shipping,No,No,34,Venmo,Monthly,12,2,-0.8692243029973702,1.2845351642718787
3056,27,Female,Sandals,Footwear,22,Kansas,M,Violet,Fall,5.0,No,Standard,No,No,5,Debit Card,Bi-Weekly,26,3,-1.4712388331108517,-1.518230207692756
3057,69,Female,Gloves,Accessories,59,New Jersey,M,Beige,Spring,3.8,No,Standard,No,No,15,Cash,Bi-Weekly,26,3,0.7968300394959815,-0.01228971539876657
3058,67,Female,Backpack,Accessories,22,North Carolina,M,Blue,Spring,3.4,No,Next Day Air,No,No,26,Bank Transfer,Weekly,52,0,2.152222198201079,-1.0199832188717217
3059,41,Female,Handbag,Accessories,74,West Virginia,S,Orange,Winter,3.8,No,Store Pickup,No,No,3,Bank Transfer,Fortnightly,26,3,-0.9595854157960799,-0.7557965619501854
3060,46,Female,Sweater,Clothing,71,Kentucky,L,Maroon,Spring,3.2,No,Express,No,No,42,Credit Card,Quarterly,4,2,0.6377777213049433,0.8724147261530546
3061,47,Female,Coat,Outerwear,80,California,S,Charcoal,Summer,4.7,No,Store Pickup,No,No,1,Venmo,Monthly,12,3,-1.6252221266359035,0.11427160770265325
3062,33,Female,T-shirt,Clothing,59,South Dakota,L,Olive,Fall,4.5,No,Express,No,No,20,PayPal,Every 3 Months,4,3,-1.2489604434004637,0.1166061314444932
3063,51,Female,Backpack,Accessories,96,California,L,Green,Fall,3.3,No,Standard,No,No,39,PayPal,Monthly,12,2,0.3466201675336912,1.3970700354152976
3064,26,Female,Sunglasses,Accessories,43,Connecticut,L,Brown,Winter,3.9,No,Store Pickup,No,No,24,Credit Card,Fortnightly,26,1,-0.543300208926844,-0.858437466474938
3065,22,Female,Belt,Accessories,76,Idaho,S,Cyan,Winter,3.6,No,Express,No,No,49,Bank Transfer,Quarterly,4,2,-0.5276458899565518,1.0081641480177346
3066,49,Female,Jacket,Outerwear,59,North Dakota,M,Beige,Fall,2.8,No,Store Pickup,No,No,7,Venmo,Bi-Weekly,26,3,0.4418866395887276,-1.3379009958985248
3067,58,Female,Skirt,Clothing,48,Michigan,L,Teal,Summer,4.3,No,Free Shipping,No,No,13,Venmo,Every 3 Months,4,3,-0.08365395328976115,-0.02703748704422608
3068,70,Female,Belt,Accessories,22,Missouri,S,Gray,Spring,3.5,No,Free Shipping,No,No,2,Cash,Weekly,52,0,1.5231366702264342,-1.9178703778568273
3069,32,Female,Boots,Footwear,40,California,M,Indigo,Winter,4.2,No,Express,No,No,4,Debit Card,Weekly,52,0,-0.79489625348022,-1.8117524893892152
3070,62,Female,Jeans,Clothing,73,Delaware,L,Magenta,Spring,4.6,No,Express,No,No,17,Debit Card,Quarterly,4,3,-0.4290942120434627,0.9880097884255128
3071,52,Female,Shoes,Footwear,26,Alabama,XL,Red,Fall,2.6,No,Free Shipping,No,No,43,PayPal,Bi-Weekly,26,1,2.2799052521844483,-0.6423477329844578
3072,23,Female,Sweater,Clothing,41,New Hampshire,L,Turquoise,Spring,3.4,No,Next Day Air,No,No,6,PayPal,Monthly,12,3,-0.9186713463782974,-1.8369162610771328
3073,26,Female,Jewelry,Accessories,98,New York,L,Peach,Spring,3.1,No,Standard,No,No,46,PayPal,Quarterly,4,2,-0.4580365493794274,1.2032564470146547
3074,58,Female,Shirt,Clothing,63,Oregon,L,White,Winter,3.6,No,Free Shipping,No,No,7,Debit Card,Bi-Weekly,26,3,0.18577388264556424,-0.6015307140368917
3075,26,Female,Boots,Footwear,55,Massachusetts,L,Maroon,Winter,4.2,No,Next Day Air,No,No,34,Debit Card,Fortnightly,26,2,-0.6690978375782057,0.019108392835213633
3076,54,Female,Shorts,Clothing,90,Utah,XL,Beige,Winter,3.6,No,Standard,No,No,21,PayPal,Every 3 Months,4,2,-0.22417069000664933,0.8262409494675451
3077,66,Female,Handbag,Accessories,46,New Hampshire,M,Blue,Summer,3.6,No,Express,No,No,13,Venmo,Bi-Weekly,26,3,0.9714775501214044,-0.5809670149696362
3078,60,Female,Sweater,Clothing,88,Illinois,S,Red,Spring,3.0,No,Store Pickup,No,No,33,Debit Card,Bi-Weekly,26,2,1.018800346097183,0.7955047530722432
3079,32,Female,Belt,Accessories,95,Alaska,M,Blue,Spring,2.5,No,2-Day Shipping,No,No,24,Bank Transfer,Bi-Weekly,26,2,-0.1667153302735424,-0.29273050039102133
3080,48,Female,Belt,Accessories,31,Wyoming,M,Maroon,Fall,4.0,No,Store Pickup,No,No,4,Bank Transfer,Annually,1,3,-0.2895845407444215,-1.1530141930135265
3081,69,Female,Hoodie,Clothing,42,Colorado,L,Yellow,Spring,4.1,No,Next Day Air,No,No,5,Cash,Bi-Weekly,26,3,0.5819508277690929,-0.6690443565059738
3082,64,Female,Sneakers,Footwear,44,Vermont,L,Pink,Winter,4.9,No,Next Day Air,No,No,11,Credit Card,Weekly,52,0,0.17684827381935272,-0.3507091357992609
3083,56,Female,T-shirt,Clothing,99,Utah,M,Maroon,Spring,4.0,No,Next Day Air,No,No,20,Bank Transfer,Annually,1,2,-0.6273501100279885,1.3031415166928242
3084,22,Female,Pants,Clothing,20,Illinois,S,Purple,Summer,3.5,No,Store Pickup,No,No,28,PayPal,Quarterly,4,1,-0.12729572541018463,-1.264033674251325
3085,46,Female,Scarf,Accessories,37,Idaho,S,Indigo,Spring,3.2,No,Store Pickup,No,No,43,PayPal,Monthly,12,1,1.3003511622480515,0.0085600638584846
3086,24,Female,Sweater,Clothing,50,Nevada,L,Gray,Winter,2.8,No,Store Pickup,No,No,10,Venmo,Every 3 Months,4,3,-0.5595082536914385,-1.6707695467832737
3087,47,Female,Handbag,Accessories,73,Utah,M,Lavender,Summer,3.5,No,Next Day Air,No,No,26,Venmo,Every 3 Months,4,2,-0.02109697052703437,0.4319744252661295
3088,62,Female,Shirt,Clothing,84,North Carolina,M,Charcoal,Spring,3.1,No,Free Shipping,No,No,29,Bank Transfer,Monthly,12,2,0.8599737754542828,0.8077120173442411
3089,34,Female,Dress,Clothing,64,Arkansas,M,Teal,Spring,3.3,No,Store Pickup,No,No,35,Bank Transfer,Quarterly,4,2,-0.01596521823916833,0.21374854147106864
3090,50,Female,Sandals,Footwear,21,North Carolina,L,Blue,Fall,4.6,No,Free Shipping,No,No,23,Cash,Bi-Weekly,26,1,0.2981899696775139,-0.5203880689905662
3091,29,Female,Shirt,Clothing,36,Texas,M,Peach,Summer,4.9,No,Store Pickup,No,No,15,Bank Transfer,Quarterly,4,3,-1.4592323708994013,-0.49786852781886254
3092,68,Female,Dress,Clothing,81,Nevada,L,Orange,Winter,3.4,No,2-Day Shipping,No,No,46,Credit Card,Annually,1,2,1.3345721037992464,1.893152903742912
3093,52,Female,Sunglasses,Accessories,54,Utah,L,Silver,Fall,3.5,No,Next Day Air,No,No,14,Bank Transfer,Bi-Weekly,26,3,0.35491066503067054,-0.7006106948117541
3094,29,Female,Socks,Clothing,63,Pennsylvania,L,Red,Summer,4.8,No,Store Pickup,No,No,17,Cash,Every 3 Months,4,3,-1.7790156610637593,0.16938820986537542
3095,22,Female,Sandals,Footwear,59,Georgia,M,Gray,Summer,2.7,No,Store Pickup,No,No,9,Cash,Weekly,52,0,-0.32500058887180794,-2.2085118548229867
3096,62,Female,Hat,Accessories,53,Minnesota,S,Beige,Fall,3.4,No,Standard,No,No,13,Venmo,Fortnightly,26,3,0.8300794119288222,-0.6125890971523078
3097,69,Female,Shirt,Clothing,63,Kansas,L,White,Winter,3.5,No,Next Day Air,No,No,20,Bank Transfer,Monthly,12,3,0.9608006076871181,0.3026385855312692
3098,48,Female,Shoes,Footwear,33,Delaware,M,Silver,Fall,3.7,No,Free Shipping,No,No,39,Bank Transfer,Quarterly,4,1,0.912282270590847,0.17063587960489865
3099,66,Female,Pants,Clothing,64,New Mexico,L,Cyan,Summer,3.3,No,Next Day Air,No,No,50,Bank Transfer,Quarterly,4,2,1.7439653946917562,1.5236844910329204
3100,42,Female,Shirt,Clothing,98,Michigan,S,Maroon,Fall,2.9,No,Free Shipping,No,No,21,Bank Transfer,Bi-Weekly,26,2,-0.16769930932423271,0.08775569807566665
3101,50,Female,Hat,Accessories,85,Vermont,L,Purple,Winter,3.9,No,Express,No,No,3,Bank Transfer,Weekly,52,0,-0.6074678870717654,-0.5796567140259117
3102,32,Female,Jewelry,Accessories,82,Idaho,S,Brown,Summer,2.7,No,Express,No,No,9,PayPal,Fortnightly,26,3,-0.5196637782466335,-1.1233396303292977
3103,51,Female,Jacket,Outerwear,85,South Dakota,M,Green,Summer,4.3,No,Standard,No,No,29,Cash,Bi-Weekly,26,2,-0.33786284550319057,1.1001235607730337
3104,27,Female,Shirt,Clothing,37,Illinois,S,Peach,Winter,3.0,No,2-Day Shipping,No,No,42,Bank Transfer,Weekly,52,0,0.975714184547953,-1.0551112503565034
3105,43,Female,Pants,Clothing,56,Georgia,S,Turquoise,Summer,5.0,No,2-Day Shipping,No,No,41,Debit Card,Fortnightly,26,2,-0.3429752004467805,1.1497636979821573
3106,48,Female,Skirt,Clothing,33,Oregon,M,Olive,Fall,2.7,No,Express,No,No,17,Debit Card,Monthly,12,1,1.06244692987804,-1.4289706973296
3107,62,Female,Sandals,Footwear,57,Alabama,M,Yellow,Winter,4.7,No,Next Day Air,No,No,20,PayPal,Annually,1,3,-0.17571903561014246,0.8311809426157439
3108,65,Female,Blouse,Clothing,31,Hawaii,L,Gray,Winter,4.6,No,Standard,No,No,18,Credit Card,Bi-Weekly,26,1,0.6148685921912936,-0.17981684730139835
3109,50,Female,Socks,Clothing,69,Oregon,M,Purple,Fall,3.2,No,2-Day Shipping,No,No,7,PayPal,Monthly,12,3,-0.08838372570975246,-0.6762742347653989
3110,60,Female,Jacket,Outerwear,92,Illinois,M,Gray,Winter,4.3,No,Free Shipping,No,No,47,Bank Transfer,Fortnightly,26,2,0.4335933992180927,2.218522814335744
3111,19,Female,Handbag,Accessories,46,Texas,L,Lavender,Fall,4.6,No,Next Day Air,No,No,2,Bank Transfer,Bi-Weekly,26,3,-2.0051412321497484,-1.4720146348912495
3112,21,Female,Belt,Accessories,81,Kansas,XL,Indigo,Spring,4.9,No,Free Shipping,No,No,25,Debit Card,Quarterly,4,2,-2.2531948589478192,0.8226042082004783
3113,19,Female,Blouse,Clothing,97,Texas,S,Green,Fall,3.8,No,Express,No,No,26,Venmo,Annually,1,2,-1.8232038556902321,0.617920893302635
3114,46,Female,Shirt,Clothing,93,Nebraska,L,Green,Summer,2.6,No,Express,No,No,2,Debit Card,Weekly,52,0,-0.01746740027224042,-1.25173328378673
3115,21,Female,Handbag,Accessories,56,Arkansas,M,Olive,Spring,4.7,No,Store Pickup,No,No,45,Venmo,Bi-Weekly,26,2,-0.9335934986989916,0.6864661700828576
3116,26,Female,Scarf,Accessories,53,South Dakota,M,Charcoal,Fall,4.1,No,Free Shipping,No,No,9,Bank Transfer,Bi-Weekly,26,3,-1.2773015739330544,-1.14473226322315
3117,50,Female,Coat,Outerwear,66,Montana,L,Gray,Spring,3.7,No,Store Pickup,No,No,1,Venmo,Weekly,52,0,-0.20846752644359334,-1.227146937657476
3118,43,Female,Hoodie,Clothing,50,Florida,M,Olive,Fall,3.0,No,Free Shipping,No,No,4,PayPal,Bi-Weekly,26,3,0.11449640200507438,-1.6914163280314158
3119,61,Female,Shorts,Clothing,97,Virginia,L,Blue,Summer,4.7,No,Standard,No,No,31,Debit Card,Quarterly,4,2,-0.5402719065553014,2.185043112557872
3120,63,Female,Sandals,Footwear,79,Louisiana,XL,Silver,Winter,4.7,No,2-Day Shipping,No,No,21,Credit Card,Every 3 Months,4,2,-0.4435278904905033,1.3771838332621367
3121,46,Female,Shirt,Clothing,76,Louisiana,M,Magenta,Fall,4.0,No,Store Pickup,No,No,32,Debit Card,Fortnightly,26,2,-0.09981326081502204,0.7394659213441709
3122,63,Female,Hoodie,Clothing,38,Louisiana,L,Black,Fall,2.6,No,Standard,No,No,16,Venmo,Weekly,52,0,2.0004610234093,-1.6017287188566172
3123,23,Female,Socks,Clothing,45,Georgia,M,Pink,Fall,3.0,No,Express,No,No,34,Credit Card,Fortnightly,26,1,0.21865846460428942,-0.9589729744204887
3124,57,Female,Handbag,Accessories,77,Iowa,XL,Red,Fall,3.3,No,Next Day Air,No,No,40,Venmo,Bi-Weekly,26,2,1.0636769519324571,0.9383554912441768
3125,57,Female,Jewelry,Accessories,51,California,M,Peach,Summer,3.4,No,Standard,No,No,4,Cash,Every 3 Months,4,3,0.2039730677955971,-0.8673773090932548
3126,33,Female,Coat,Outerwear,26,Oregon,L,Lavender,Spring,4.0,No,Standard,No,No,3,Cash,Quarterly,4,3,-0.8334123200821546,-1.667759413590787
3127,57,Female,Sunglasses,Accessories,76,Maine,L,Lavender,Winter,2.6,No,Store Pickup,No,No,28,Bank Transfer,Bi-Weekly,26,2,1.2326208742682887,0.010254485150109861
3128,55,Female,Gloves,Accessories,94,Louisiana,M,Beige,Winter,3.4,No,Free Shipping,No,No,43,Credit Card,Every 3 Months,4,2,0.5188735313387781,1.7617151140297982
3129,65,Female,Jacket,Outerwear,32,Arkansas,S,Indigo,Fall,4.4,No,Standard,No,No,20,Cash,Annually,1,1,0.5751738744170387,0.133156837123734
3130,60,Female,Sandals,Footwear,20,Maryland,S,Cyan,Summer,4.7,No,Express,No,No,40,Venmo,Every 3 Months,4,1,0.9500705665335084,0.7233086876436489
3131,52,Female,Pants,Clothing,20,Vermont,M,Yellow,Summer,4.5,No,Store Pickup,No,No,34,Venmo,Every 3 Months,4,1,0.5871861843120804,0.18738555847043153
3132,34,Female,Jacket,Outerwear,59,North Dakota,M,Peach,Fall,2.9,No,Store Pickup,No,No,11,Bank Transfer,Every 3 Months,4,3,-0.33423220423458655,-1.1482502906535925
3133,33,Female,Sweater,Clothing,97,Michigan,M,Yellow,Summer,4.2,No,Express,No,No,26,Cash,Quarterly,4,2,-1.4959070342229244,1.1007451998375217
3134,58,Female,T-shirt,Clothing,68,Arkansas,M,Orange,Spring,4.1,No,Next Day Air,No,No,29,Cash,Bi-Weekly,26,2,0.37650116924472243,0.7321890758875199
3135,35,Female,Boots,Footwear,66,Kentucky,L,Gray,Spring,4.4,No,Store Pickup,No,No,47,Bank Transfer,Weekly,52,0,-0.017365301575229808,0.8029625413990442
3136,68,Female,Shoes,Footwear,85,Indiana,L,Yellow,Spring,4.7,No,Free Shipping,No,No,48,Venmo,Fortnightly,26,2,0.6288940291251288,2.489827418904775
3137,58,Female,Skirt,Clothing,32,Minnesota,M,Gray,Fall,3.1,No,Next Day Air,No,No,29,Cash,Bi-Weekly,26,1,1.6787892070549202,-0.6849818865417149
3138,34,Female,Coat,Outerwear,44,Louisiana,M,Turquoise,Spring,2.7,No,2-Day Shipping,No,No,14,Bank Transfer,Monthly,12,3,0.21168383010543174,-1.5906950100301644
3139,47,Female,Blouse,Clothing,95,Kentucky,L,Gray,Fall,4.6,No,Next Day Air,No,No,40,Cash,Every 3 Months,4,2,-0.7633477667673291,2.1679374764955064
3140,35,Female,Sunglasses,Accessories,85,Georgia,M,Olive,Winter,4.4,No,Next Day Air,No,No,4,Venmo,Weekly,52,0,-1.5566583052156255,-0.5705674038455919
3141,34,Female,Gloves,Accessories,44,Alaska,XL,Peach,Summer,4.6,No,Free Shipping,No,No,37,Bank Transfer,Weekly,52,0,-0.12047043120697354,-0.049702079214024496
3142,36,Female,Sunglasses,Accessories,30,Mississippi,S,Peach,Winter,4.9,No,Express,No,No,47,Credit Card,Bi-Weekly,26,1,0.03768316266470176,0.5849041648087326
3143,23,Female,Sneakers,Footwear,21,Kansas,L,Magenta,Winter,4.0,No,2-Day Shipping,No,No,1,Venmo,Quarterly,4,3,-1.2240211610177711,-2.0814947934374723
3144,68,Female,Hoodie,Clothing,22,Arizona,M,Purple,Summer,2.9,No,Store Pickup,No,No,26,Cash,Quarterly,4,1,2.121995073716704,-0.6718290293904124
3145,23,Female,Boots,Footwear,70,Maine,L,Beige,Spring,2.6,No,Free Shipping,No,No,12,Debit Card,Quarterly,4,3,-0.7343824254969034,-1.2467544697518584
3146,57,Female,Handbag,Accessories,29,Texas,XL,Purple,Spring,4.6,No,Standard,No,No,16,PayPal,Fortnightly,26,1,0.2578556910010529,-0.4804332925075127
3147,21,Female,Shirt,Clothing,83,Virginia,S,Yellow,Winter,4.9,No,Free Shipping,No,No,19,PayPal,Annually,1,3,-2.4837420943869266,0.6536444168310933
3148,45,Female,Sweater,Clothing,99,North Dakota,M,Pink,Winter,4.3,No,Express,No,No,21,Credit Card,Weekly,52,0,-0.8174166822856892,0.6356338138238371
3149,37,Female,Shorts,Clothing,35,West Virginia,L,Purple,Fall,4.3,No,Free Shipping,No,No,15,Venmo,Weekly,52,0,-0.2611513810796735,-1.3018629716953853
3150,18,Female,Belt,Accessories,40,North Carolina,M,Lavender,Winter,4.6,No,Free Shipping,No,No,9,Venmo,Annually,1,3,-1.9692991448589467,-1.0207246196371635
3151,55,Female,Blouse,Clothing,25,Georgia,M,Peach,Spring,2.6,No,Express,No,No,7,Bank Transfer,Bi-Weekly,26,1,1.3962492155080115,-2.1292154769932807
3152,52,Female,T-shirt,Clothing,64,New Mexico,L,Orange,Fall,3.1,No,2-Day Shipping,No,No,47,Bank Transfer,Quarterly,4,2,1.2166164713823118,0.9885957916672811
3153,49,Female,Belt,Accessories,90,North Carolina,M,Red,Fall,3.1,No,Store Pickup,No,No,17,PayPal,Monthly,12,3,-0.12259531059340435,0.16712320253245178
3154,56,Female,Socks,Clothing,88,Alabama,L,Red,Fall,3.1,No,Next Day Air,No,No,46,Venmo,Fortnightly,26,2,1.151818365093844,1.318976227871544
3155,27,Female,Belt,Accessories,55,Connecticut,M,Gold,Winter,4.4,No,Standard,No,No,32,Cash,Quarterly,4,2,-1.0202763494497575,0.34785313448363847
3156,22,Female,Handbag,Accessories,90,Montana,M,Brown,Fall,4.3,No,Free Shipping,No,No,34,Cash,Annually,1,2,-1.7073963365270037,1.1372389290749805
3157,18,Female,Shirt,Clothing,50,Montana,M,Black,Winter,3.1,No,2-Day Shipping,No,No,18,Cash,Monthly,12,3,-0.7225442640589215,-1.3899927644794527
3158,21,Female,Belt,Accessories,34,Maine,L,Red,Fall,3.1,No,Store Pickup,No,No,5,Debit Card,Fortnightly,26,3,-0.5788155014972074,-2.434485692960808
3159,30,Female,Jewelry,Accessories,77,Mississippi,M,Gray,Winter,4.9,No,2-Day Shipping,No,No,44,Credit Card,Monthly,12,2,-1.200218090316547,1.6214631326586828
3160,62,Female,Hat,Accessories,89,Louisiana,L,Pink,Winter,2.9,No,Store Pickup,No,No,4,Bank Transfer,Quarterly,4,3,0.1355823066682098,-0.14537218589261244
3161,28,Female,Backpack,Accessories,87,Nebraska,XL,Turquoise,Fall,3.8,No,Next Day Air,No,No,37,Cash,Fortnightly,26,2,-0.7481860282971308,0.7196550919611304
3162,66,Female,Dress,Clothing,77,Massachusetts,S,Charcoal,Winter,4.2,No,2-Day Shipping,No,No,43,Cash,Monthly,12,2,0.7647779933203561,1.9416085177829228
3163,66,Female,Shoes,Footwear,85,Wisconsin,L,Blue,Winter,3.9,No,Standard,No,No,28,Bank Transfer,Quarterly,4,2,0.3460395130948772,1.4269973279813246
3164,49,Female,Pants,Clothing,66,Nebraska,XL,Turquoise,Summer,2.8,No,Express,No,No,36,Cash,Monthly,12,2,1.0278449685453028,0.23517438583081823
3165,40,Female,Dress,Clothing,32,Arizona,L,Silver,Winter,2.6,No,Standard,No,No,16,Credit Card,Annually,1,1,0.6905780689874292,-1.5803203123461955
3166,49,Female,Jacket,Outerwear,92,Hawaii,M,Lavender,Spring,3.0,No,Store Pickup,No,No,38,Bank Transfer,Every 3 Months,4,2,0.4420711369796357,1.1499411324622844
3167,19,Female,Shirt,Clothing,80,Georgia,M,Gold,Winter,2.7,No,Next Day Air,No,No,37,Bank Transfer,Fortnightly,26,2,-0.2306135014395317,-0.2572729221561203
3168,24,Female,Dress,Clothing,78,Oregon,M,Blue,Fall,2.8,No,2-Day Shipping,No,No,9,Cash,Bi-Weekly,26,3,-0.8571734207894056,-1.3299685741253422
3169,31,Female,Jeans,Clothing,24,Montana,M,Orange,Spring,2.9,No,2-Day Shipping,No,No,14,PayPal,Fortnightly,26,1,0.4008164515440355,-2.191981168747879
3170,35,Female,T-shirt,Clothing,59,Georgia,M,White,Fall,3.8,No,Free Shipping,No,No,3,Venmo,Weekly,52,0,-0.7308653831942522,-1.5673992360157702
3171,65,Female,Sunglasses,Accessories,41,Rhode Island,XL,Charcoal,Spring,4.4,No,Express,No,No,10,Credit Card,Fortnightly,26,3,0.3625490443251285,-0.39539503143793353
3172,68,Female,Jewelry,Accessories,26,Tennessee,M,Maroon,Spring,3.1,No,Express,No,No,26,Bank Transfer,Bi-Weekly,26,1,2.109255845216185,-0.7435685339499231
3173,57,Female,Socks,Clothing,52,Missouri,M,Olive,Fall,3.7,No,Standard,No,No,30,Debit Card,Bi-Weekly,26,1,0.9107521467542955,0.14879419572751285
3174,69,Female,Skirt,Clothing,46,Washington,L,Teal,Summer,4.9,No,Next Day Air,No,No,32,PayPal,Fortnightly,26,1,0.7198733192062869,1.0225675843267341
3175,45,Female,Pants,Clothing,52,Oklahoma,L,Orange,Winter,3.8,No,Store Pickup,No,No,35,PayPal,Monthly,12,1,0.358858868601848,0.3424109375564233
3176,35,Female,Socks,Clothing,42,Connecticut,M,Maroon,Fall,3.4,No,Store Pickup,No,No,26,Debit Card,Every 3 Months,4,1,0.06329086522135294,-0.6109151802109429
3177,36,Female,Sandals,Footwear,37,Arkansas,XL,Turquoise,Spring,4.6,No,2-Day Shipping,No,No,39,Credit Card,Monthly,12,1,-0.2182495693247173,0.4196357569980462
3178,55,Female,Belt,Accessories,52,Missouri,L,Beige,Fall,3.2,No,Standard,No,No,31,Credit Card,Monthly,12,1,1.0849578485644935,0.044299356329431556
3179,66,Female,Sandals,Footwear,34,Washington,L,Beige,Spring,2.7,No,Free Shipping,No,No,28,Credit Card,Annually,1,1,2.011461483390348,-0.4200955187873346
3180,57,Female,Shorts,Clothing,88,Idaho,M,Olive,Spring,4.3,No,Free Shipping,No,No,12,Debit Card,Bi-Weekly,26,3,-0.6217785850407255,0.5766928660354143
3181,18,Female,Handbag,Accessories,88,Montana,L,Turquoise,Fall,3.8,No,Standard,No,No,46,PayPal,Weekly,52,0,-0.6948504500823465,0.5840590469348703
3182,31,Female,Jacket,Outerwear,51,Montana,M,Charcoal,Summer,4.4,No,Free Shipping,No,No,27,PayPal,Every 3 Months,4,3,-0.9297941908652322,0.12543481708336796
3183,50,Female,Sunglasses,Accessories,97,Georgia,L,Green,Fall,3.6,No,Free Shipping,No,No,4,Credit Card,Annually,1,3,-1.0173992892820733,0.22497241704278573
3184,50,Female,Sneakers,Footwear,56,Mississippi,M,Green,Winter,3.5,No,Standard,No,No,14,Cash,Every 3 Months,4,3,0.043774813586399675,-0.4159574193747015
3185,61,Female,Sweater,Clothing,53,Hawaii,L,Green,Spring,4.2,No,2-Day Shipping,No,No,30,Venmo,Quarterly,4,1,0.5131506033335467,0.8187462202434261
3186,52,Female,Skirt,Clothing,71,Ohio,L,Gold,Fall,4.7,No,Express,No,No,6,PayPal,Annually,1,3,-1.222834486391317,0.35830185939335424
3187,38,Female,Jewelry,Accessories,93,Virginia,S,Cyan,Winter,4.8,No,Store Pickup,No,No,43,Venmo,Annually,1,2,-1.1873468063210266,2.2094041107522884
3188,67,Female,Blouse,Clothing,72,Texas,L,Indigo,Winter,3.2,No,Free Shipping,No,No,28,Debit Card,Weekly,52,0,1.5219717295098716,0.13506778182418963
3189,42,Female,Blouse,Clothing,59,Vermont,M,Lavender,Winter,3.5,No,Standard,No,No,39,Bank Transfer,Monthly,12,2,0.44360363776601525,0.44492771641270573
3190,25,Female,Boots,Footwear,87,Kansas,M,Beige,Summer,4.2,No,Store Pickup,No,No,30,PayPal,Bi-Weekly,26,2,-1.3548155866486773,0.5857563599692626
